0.000000 -0.887023 1.278535 1.333333
0.001000 -1.270494 1.333333 1.333333
0.002000 -1.333333 1.333333 1.333333
0.003000 -1.333333 1.333333 1.333333
0.004000 -1.333333 1.333333 1.333333
0.005000 -1.065992 1.114808 1.333333
0.006000 -0.662236 0.795287 1.333333
0.007000 -0.158017 0.398829 0.505674
0.008000 0.422580 -0.060721 -0.544804
0.009000 0.962021 -0.424928 -1.333333
0.010000 1.333333 -0.720030 -1.333333
0.011000 1.333333 -0.975984 -1.333333
0.012000 1.333333 -1.027784 -1.333333
0.013000 1.333333 -0.992113 -1.333333
0.014000 1.333333 -0.871100 -1.333333
0.015000 1.333333 -0.528257 -1.333333
0.016000 1.244312 -0.176036 -1.333333
0.017000 0.750535 0.195101 -0.487112
0.018000 0.178438 0.662200 0.526852
0.019000 -0.385901 1.027367 1.333333
0.020000 -0.849350 1.333333 1.333333
0.021000 -1.252647 1.333333 1.333333
0.022000 -1.333333 1.333333 1.333333
0.023000 -1.333333 1.333333 1.333333
0.024000 -1.333333 1.333333 1.333333
0.025000 -1.057577 1.100218 1.333333
0.026000 -0.660695 0.787859 1.333333
0.027000 -0.166424 0.402748 0.510008
0.028000 0.393867 -0.036945 -0.519529
0.029000 0.985733 -0.423970 -1.333333
0.030000 1.333333 -0.687082 -1.333333
0.031000 1.333333 -0.991005 -1.333333
0.032000 1.333333 -1.041656 -1.333333
0.033000 1.333333 -1.025621 -1.333333
0.034000 1.333333 -0.893074 -1.333333
0.035000 1.333333 -0.549896 -1.333333
0.036000 1.250825 -0.176599 -1.333333
0.037000 0.758692 0.206919 -0.474213
0.038000 0.133937 0.627174 0.547101
0.039000 -0.420098 1.013983 1.333333
0.040000 -0.905489 1.305089 1.333333
0.041000 -1.300034 1.333333 1.333333
0.042000 -1.333333 1.333333 1.333333
0.043000 -1.333333 1.333333 1.333333
0.044000 -1.333333 1.333333 1.333333
0.045000 -1.044131 1.116597 1.333333
0.046000 -0.618340 0.829659 1.333333
0.047000 -0.128473 0.405000 0.489307
0.048000 0.440078 -0.041440 -0.570237
0.049000 0.992043 -0.444171 -1.333333
0.050000 1.333333 -0.701911 -1.333333
0.051000 1.333333 -0.972823 -1.333333
0.052000 1.333333 -1.000781 -1.333333
0.053000 1.333333 -0.971109 -1.333333
0.054000 1.333333 -0.833813 -1.333333
0.055000 1.333333 -0.487433 -1.333333
0.056000 1.256379 -0.165085 -1.333333
0.057000 0.728942 0.198482 -0.463740
0.058000 0.146085 0.653522 0.566796
0.059000 -0.411582 1.032787 1.333333
0.060000 -0.887399 1.333333 1.333333
0.061000 -1.307951 1.333333 1.333333
0.062000 -1.333333 1.333333 1.333333
0.063000 -1.333333 1.333333 1.333333
0.064000 -1.333333 1.333333 1.333333
0.065000 -1.071171 1.073885 1.333333
0.066000 -0.607269 0.791189 1.331337
0.067000 -0.120511 0.388628 0.437158
0.068000 0.450356 -0.056637 -0.575785
0.069000 1.013398 -0.422023 -1.333333
0.070000 1.333333 -0.720868 -1.333333
0.071000 1.333333 -0.980856 -1.333333
0.072000 1.333333 -1.033913 -1.333333
0.073000 1.333333 -0.973935 -1.333333
0.074000 1.333333 -0.866204 -1.333333
0.075000 1.333333 -0.540709 -1.333333
0.076000 1.207994 -0.219878 -1.333333
0.077000 0.711985 0.176821 -0.482132
0.078000 0.077288 0.581829 0.582765
0.079000 -0.467443 0.982168 1.333333
0.080000 -0.923661 1.276304 1.333333
0.081000 -1.310375 1.333333 1.333333
0.082000 -1.333333 1.333333 1.333333
0.083000 -1.333333 1.333333 1.333333
0.084000 -1.333333 1.333333 1.333333
0.085000 -1.058346 1.106287 1.333333
0.086000 -0.625828 0.749525 1.333333
0.087000 -0.137516 0.369961 0.407825
0.088000 0.477560 -0.051934 -0.603701
0.089000 1.028302 -0.409848 -1.333333
0.090000 1.333333 -0.714621 -1.333333
