0.000000 0.211381 -0.660845 -0.946278
0.001000 0.681296 -1.130731 -1.333333
0.002000 1.065593 -1.333333 -1.333333
0.003000 1.333333 -1.333333 -1.333333
0.004000 1.333333 -1.333333 -1.333333
0.005000 1.333333 -1.333333 -1.333333
0.006000 1.223907 -1.333333 -1.333333
0.007000 0.915999 -1.319507 -1.333333
0.008000 0.603848 -0.927037 -1.333333
0.009000 0.121841 -0.430322 -0.519306
0.010000 -0.357920 0.130836 0.538230
0.011000 -0.771450 0.616152 1.333333
0.012000 -1.111162 1.038168 1.333333
0.013000 -1.333333 1.320396 1.333333
0.014000 -1.333333 1.333333 1.333333
0.015000 -1.333333 1.333333 1.333333
0.016000 -1.333333 1.251704 1.333333
0.017000 -1.069684 0.812402 1.333333
0.018000 -0.685341 0.407176 1.038672
0.019000 -0.280201 -0.072849 0.133404
0.020000 0.230439 -0.633934 -0.909297
0.021000 0.605301 -1.147834 -1.333333
0.022000 1.019479 -1.333333 -1.333333
0.023000 1.333333 -1.333333 -1.333333
0.024000 1.333333 -1.333333 -1.333333
0.025000 1.333333 -1.333333 -1.333333
0.026000 1.280752 -1.333333 -1.333333
0.027000 0.918043 -1.315459 -1.333333
0.028000 0.535803 -0.905885 -1.333333
0.029000 0.134271 -0.396955 -0.460691
0.030000 -0.358773 0.148920 0.585036
0.031000 -0.817032 0.636898 1.333333
0.032000 -1.147375 1.026768 1.333333
0.033000 -1.333333 1.333333 1.333333
0.034000 -1.333333 1.333333 1.333333
0.035000 -1.333333 1.333333 1.333333
0.036000 -1.333333 1.240840 1.333333
0.037000 -1.001589 0.833283 1.333333
0.038000 -0.637798 0.469760 1.025123
0.039000 -0.208845 -0.041948 0.135342
0.040000 0.304756 -0.569803 -0.946690
0.041000 0.748160 -1.078622 -1.333333
0.042000 1.044297 -1.333333 -1.333333
0.043000 1.285088 -1.333333 -1.333333
0.044000 1.333333 -1.333333 -1.333333
0.045000 1.333333 -1.333333 -1.333333
0.046000 1.285930 -1.333333 -1.333333
0.047000 0.873549 -1.333333 -1.333333
0.048000 0.519282 -0.917396 -1.333333
0.049000 0.135998 -0.367887 -0.448353
0.050000 -0.347881 0.184192 0.578422
